task,choices,Task-ID
West;apricot tree;plum tree/West;plum tree;cherry tree/West;plum tree;kiwi tree/West;kiwi tree;lime tree/,West;apricot tree;plum tree/West;plum tree;kiwi tree/West;kiwi tree;cherry tree/West;cherry tree;lime tree,39
West;mango tree;kiwi tree/West;kiwi tree;lemon tree/West;kiwi tree;cherry tree/West;cherry tree;pear tree/,West;mango tree;kiwi tree/West;kiwi tree;cherry tree/West;cherry tree;lemon tree/West;lemon tree;pear tree,39
West;kiwi tree;lime tree/West;lime tree;plum tree/West;lime tree;orange tree/West;orange tree;mango tree/,West;kiwi tree;lime tree/West;lime tree;orange tree/West;orange tree;plum tree/West;plum tree;mango tree,39
West;mango tree;peach tree/West;peach tree;fig tree/West;peach tree;kiwi tree/West;kiwi tree;orange tree/,West;mango tree;peach tree/West;peach tree;kiwi tree/West;kiwi tree;fig tree/West;fig tree;orange tree,39
West;cherry tree;peach tree/West;peach tree;apricot tree/West;peach tree;kiwi tree/West;kiwi tree;lemon tree/,West;cherry tree;peach tree/West;peach tree;kiwi tree/West;kiwi tree;apricot tree/West;apricot tree;lemon tree,39
West;fig tree;peach tree/West;peach tree;apple tree/West;peach tree;lime tree/West;lime tree;cherry tree/,West;fig tree;peach tree/West;peach tree;lime tree/West;lime tree;apple tree/West;apple tree;cherry tree,39
West;apple tree;pear tree/West;pear tree;kiwi tree/West;pear tree;cherry tree/West;cherry tree;fig tree/,West;apple tree;pear tree/West;pear tree;cherry tree/West;cherry tree;kiwi tree/West;kiwi tree;fig tree,39
West;orange tree;pear tree/West;pear tree;apple tree/West;pear tree;cherry tree/West;cherry tree;lime tree/,West;lime tree;pear tree/West;pear tree;apple tree/West;apple tree;cherry tree/West;cherry tree;orange tree,40
West;apple tree;cherry tree/West;cherry tree;orange tree/West;cherry tree;mango tree/West;mango tree;peach tree/,West;peach tree;cherry tree/West;cherry tree;orange tree/West;orange tree;mango tree/West;mango tree;apple tree,40
West;cherry tree;apple tree/West;apple tree;kiwi tree/West;apple tree;lemon tree/West;lemon tree;mango tree/,West;mango tree;apple tree/West;apple tree;kiwi tree/West;kiwi tree;lemon tree/West;lemon tree;cherry tree,40
West;plum tree;kiwi tree/West;kiwi tree;lemon tree/West;kiwi tree;fig tree/West;fig tree;apricot tree/,West;apricot tree;kiwi tree/West;kiwi tree;lemon tree/West;lemon tree;fig tree/West;fig tree;plum tree,40
West;kiwi tree;fig tree/West;fig tree;pear tree/West;fig tree;lemon tree/West;lemon tree;orange tree/,West;orange tree;fig tree/West;fig tree;pear tree/West;pear tree;lemon tree/West;lemon tree;kiwi tree,40
West;apple tree;fig tree/West;fig tree;lemon tree/West;fig tree;orange tree/West;orange tree;mango tree/,West;mango tree;fig tree/West;fig tree;lemon tree/West;lemon tree;orange tree/West;orange tree;apple tree,40
West;apricot tree;fig tree/West;fig tree;cherry tree/West;fig tree;lime tree/West;lime tree;kiwi tree/,West;kiwi tree;fig tree/West;fig tree;cherry tree/West;cherry tree;lime tree/West;lime tree;apricot tree,40
West;apple tree;peach tree/West;peach tree;cherry tree/West;peach tree;orange tree/West;orange tree;lime tree/,West;lime tree;peach tree/West;peach tree;cherry tree/West;cherry tree;orange tree/West;orange tree;apple tree,40
West;mango tree;kiwi tree/West;kiwi tree;apricot tree/West;kiwi tree;peach tree/West;peach tree;fig tree/,West;fig tree;kiwi tree/West;kiwi tree;apricot tree/West;apricot tree;peach tree/West;peach tree;mango tree,40
West;orange tree;plum tree/West;plum tree;apricot tree/West;plum tree;lime tree/West;lime tree;cherry tree/,West;cherry tree;plum tree/West;plum tree;apricot tree/West;apricot tree;lime tree/West;lime tree;orange tree,40
West;lime tree;apple tree/West;apple tree;kiwi tree/West;apple tree;plum tree/West;plum tree;cherry tree/,West;cherry tree;apple tree/West;apple tree;kiwi tree/West;kiwi tree;plum tree/West;plum tree;lime tree,40
West;orange tree;lime tree/West;lime tree;plum tree/West;lime tree;apricot tree/West;apricot tree;fig tree/,West;fig tree;lime tree/West;lime tree;plum tree/West;plum tree;apricot tree/West;apricot tree;orange tree,40
West;apple tree;cherry tree/West;cherry tree;peach tree/West;cherry tree;lime tree/West;lime tree;kiwi tree/,West;kiwi tree;cherry tree/West;cherry tree;peach tree/West;peach tree;lime tree/West;lime tree;apple tree,40
West;lemon tree;pear tree/West;pear tree;apple tree/West;pear tree;mango tree/West;mango tree;kiwi tree/,West;kiwi tree;pear tree/West;pear tree;apple tree/West;apple tree;mango tree/West;mango tree;lemon tree,40
West;orange tree;plum tree/West;plum tree;fig tree/West;plum tree;mango tree/West;mango tree;apple tree/,West;apple tree;plum tree/West;plum tree;fig tree/West;fig tree;mango tree/West;mango tree;orange tree,40
West;cherry tree;apricot tree/West;apricot tree;plum tree/West;apricot tree;orange tree/West;orange tree;mango tree/,West;mango tree;apricot tree/West;apricot tree;plum tree/West;plum tree;orange tree/West;orange tree;cherry tree,40
West;apricot tree;lime tree/West;lime tree;pear tree/West;lime tree;mango tree/West;mango tree;fig tree/,West;fig tree;lime tree/West;lime tree;pear tree/West;pear tree;mango tree/West;mango tree;apricot tree,40
West;fig tree;apple tree/West;apple tree;pear tree/West;apple tree;kiwi tree/West;kiwi tree;cherry tree/,West;cherry tree;apple tree/West;apple tree;pear tree/West;pear tree;kiwi tree/West;kiwi tree;fig tree,40
West;lime tree;peach tree/West;peach tree;fig tree/West;peach tree;apricot tree/West;apricot tree;kiwi tree/,West;kiwi tree;peach tree/West;peach tree;fig tree/West;fig tree;apricot tree/West;apricot tree;lime tree,40
West;lime tree;mango tree/West;mango tree;apple tree/West;mango tree;pear tree/West;pear tree;cherry tree/,West;cherry tree;mango tree/West;mango tree;apple tree/West;apple tree;pear tree/West;pear tree;lime tree,40
West;kiwi tree;apple tree/West;apple tree;lime tree/West;apple tree;fig tree/West;fig tree;plum tree/,West;plum tree;apple tree/West;apple tree;lime tree/West;lime tree;fig tree/West;fig tree;kiwi tree,40
West;mango tree;orange tree/West;orange tree;kiwi tree/West;orange tree;lemon tree/West;lemon tree;fig tree/,West;fig tree;orange tree/West;orange tree;kiwi tree/West;kiwi tree;lemon tree/West;lemon tree;mango tree,40
West;fig tree;kiwi tree/West;kiwi tree;cherry tree/West;kiwi tree;apple tree/West;apple tree;orange tree/,West;orange tree;kiwi tree/West;kiwi tree;cherry tree/West;cherry tree;apple tree/West;apple tree;fig tree,40
West;pear tree;lime tree/West;lime tree;apricot tree/West;lime tree;mango tree/West;mango tree;cherry tree/,West;cherry tree;lime tree/West;lime tree;apricot tree/West;apricot tree;mango tree/West;mango tree;pear tree,40
West;mango tree;lemon tree/West;lemon tree;cherry tree/West;lemon tree;apple tree/West;apple tree;kiwi tree/,West;kiwi tree;lemon tree/West;lemon tree;cherry tree/West;cherry tree;apple tree/West;apple tree;mango tree,40
West;lime tree;kiwi tree/West;kiwi tree;orange tree/West;kiwi tree;cherry tree/West;cherry tree;apple tree/,West;apple tree;kiwi tree/West;kiwi tree;orange tree/West;orange tree;cherry tree/West;cherry tree;lime tree,40
West;apple tree;fig tree/West;fig tree;lemon tree/West;fig tree;kiwi tree/West;kiwi tree;cherry tree/,West;cherry tree;fig tree/West;fig tree;lemon tree/West;lemon tree;kiwi tree/West;kiwi tree;apple tree,40
West;lime tree;orange tree/West;orange tree;cherry tree/West;orange tree;apricot tree/West;apricot tree;peach tree/,West;peach tree;orange tree/West;orange tree;cherry tree/West;cherry tree;apricot tree/West;apricot tree;lime tree,40
West;fig tree;lemon tree/West;lemon tree;plum tree/West;lemon tree;apricot tree/West;apricot tree;orange tree/,West;orange tree;lemon tree/West;lemon tree;plum tree/West;plum tree;apricot tree/West;apricot tree;fig tree,40
West;lime tree;cherry tree/West;cherry tree;kiwi tree/West;cherry tree;pear tree/West;pear tree;mango tree/,West;mango tree;cherry tree/West;cherry tree;kiwi tree/West;kiwi tree;pear tree/West;pear tree;lime tree,40
West;plum tree;lime tree/West;lime tree;kiwi tree/West;lime tree;cherry tree/West;cherry tree;mango tree/,West;mango tree;lime tree/West;lime tree;kiwi tree/West;kiwi tree;cherry tree/West;cherry tree;plum tree,40
West;orange tree;fig tree/West;fig tree;lime tree/West;fig tree;peach tree/West;peach tree;kiwi tree/,West;kiwi tree;fig tree/West;fig tree;lime tree/West;lime tree;peach tree/West;peach tree;orange tree,40
West;pear tree;apricot tree/West;apricot tree;orange tree/West;apricot tree;kiwi tree/West;kiwi tree;lime tree/,West;lime tree;apricot tree/West;apricot tree;orange tree/West;orange tree;kiwi tree/West;kiwi tree;pear tree,40
West;cherry tree;kiwi tree/West;kiwi tree;orange tree/West;kiwi tree;lemon tree/West;lemon tree;pear tree/,West;pear tree;kiwi tree/West;kiwi tree;orange tree/West;orange tree;lemon tree/West;lemon tree;cherry tree,40
West;peach tree;kiwi tree/West;kiwi tree;lemon tree/West;kiwi tree;mango tree/West;mango tree;apple tree/,West;peach tree;lemon tree/West;lemon tree;kiwi tree/West;kiwi tree;mango tree/West;mango tree;apple tree,41
West;peach tree;apple tree/West;apple tree;lemon tree/West;apple tree;mango tree/West;mango tree;fig tree/,West;peach tree;lemon tree/West;lemon tree;apple tree/West;apple tree;mango tree/West;mango tree;fig tree,41
West;fig tree;lemon tree/West;lemon tree;plum tree/West;lemon tree;apricot tree/West;apricot tree;kiwi tree/,West;fig tree;plum tree/West;plum tree;lemon tree/West;lemon tree;apricot tree/West;apricot tree;kiwi tree,41
West;cherry tree;peach tree/West;peach tree;mango tree/West;peach tree;lemon tree/West;lemon tree;apricot tree/,West;cherry tree;mango tree/West;mango tree;peach tree/West;peach tree;lemon tree/West;lemon tree;apricot tree,41
West;plum tree;fig tree/West;fig tree;orange tree/West;fig tree;kiwi tree/West;kiwi tree;lime tree/,West;plum tree;orange tree/West;orange tree;fig tree/West;fig tree;kiwi tree/West;kiwi tree;lime tree,41
West;cherry tree;kiwi tree/West;kiwi tree;orange tree/West;kiwi tree;peach tree/West;peach tree;lemon tree/,West;cherry tree;orange tree/West;orange tree;kiwi tree/West;kiwi tree;peach tree/West;peach tree;lemon tree,41
West;plum tree;cherry tree/West;cherry tree;mango tree/West;cherry tree;lemon tree/West;lemon tree;apple tree/,West;plum tree;mango tree/West;mango tree;cherry tree/West;cherry tree;lemon tree/West;lemon tree;apple tree,41
West;kiwi tree;peach tree/West;peach tree;cherry tree/West;peach tree;lemon tree/West;lemon tree;mango tree/,West;kiwi tree;cherry tree/West;cherry tree;peach tree/West;peach tree;lemon tree/West;lemon tree;mango tree,41
West;peach tree;orange tree/West;orange tree;mango tree/West;orange tree;apple tree/West;apple tree;lime tree/,West;peach tree;mango tree/West;mango tree;orange tree/West;orange tree;apple tree/West;apple tree;lime tree,41
West;lemon tree;mango tree/West;mango tree;fig tree/West;mango tree;plum tree/West;plum tree;cherry tree/,West;lemon tree;fig tree/West;fig tree;mango tree/West;mango tree;plum tree/West;plum tree;cherry tree,41
West;apple tree;lemon tree/West;lemon tree;fig tree/West;lemon tree;peach tree/West;peach tree;kiwi tree/,West;apple tree;fig tree/West;fig tree;lemon tree/West;lemon tree;peach tree/West;peach tree;kiwi tree,41
West;fig tree;orange tree/West;orange tree;peach tree/West;orange tree;kiwi tree/West;kiwi tree;apple tree/,West;fig tree;peach tree/West;peach tree;orange tree/West;orange tree;kiwi tree/West;kiwi tree;apple tree,41
West;fig tree;orange tree/West;orange tree;apricot tree/West;orange tree;pear tree/West;pear tree;cherry tree/,West;fig tree;apricot tree/West;apricot tree;orange tree/West;orange tree;pear tree/West;pear tree;cherry tree,41
West;fig tree;lime tree/West;lime tree;peach tree/West;lime tree;mango tree/West;mango tree;cherry tree/,West;fig tree;peach tree/West;peach tree;lime tree/West;lime tree;mango tree/West;mango tree;cherry tree,41
West;lime tree;orange tree/West;orange tree;apricot tree/West;orange tree;mango tree/West;mango tree;kiwi tree/,West;lime tree;apricot tree/West;apricot tree;orange tree/West;orange tree;mango tree/West;mango tree;kiwi tree,41
West;cherry tree;fig tree/West;fig tree;plum tree/West;fig tree;orange tree/West;orange tree;lemon tree/,West;cherry tree;plum tree/West;plum tree;fig tree/West;fig tree;orange tree/West;orange tree;lemon tree,41
West;lime tree;mango tree/West;mango tree;apple tree/West;mango tree;orange tree/West;orange tree;pear tree/,West;lime tree;apple tree/West;apple tree;mango tree/West;mango tree;orange tree/West;orange tree;pear tree,41
West;plum tree;apple tree/West;apple tree;fig tree/West;apple tree;lemon tree/West;lemon tree;cherry tree/,West;plum tree;fig tree/West;fig tree;apple tree/West;apple tree;lemon tree/West;lemon tree;cherry tree,41
West;lemon tree;peach tree/West;peach tree;apple tree/West;peach tree;kiwi tree/West;kiwi tree;orange tree/,West;lemon tree;apple tree/West;apple tree;peach tree/West;peach tree;kiwi tree/West;kiwi tree;orange tree,41
West;mango tree;apricot tree/West;apricot tree;cherry tree/West;apricot tree;orange tree/West;orange tree;fig tree/,West;mango tree;cherry tree/West;cherry tree;apricot tree/West;apricot tree;orange tree/West;orange tree;fig tree,41
West;lime tree;cherry tree/West;cherry tree;apricot tree/West;cherry tree;mango tree/West;mango tree;orange tree/,West;lime tree;apricot tree/West;apricot tree;cherry tree/West;cherry tree;mango tree/West;mango tree;orange tree,41
West;apricot tree;fig tree/West;fig tree;cherry tree/West;fig tree;lime tree/West;lime tree;orange tree/,West;apricot tree;cherry tree/West;cherry tree;fig tree/West;fig tree;lime tree/West;lime tree;orange tree,41
West;orange tree;peach tree/West;peach tree;cherry tree/West;peach tree;kiwi tree/West;kiwi tree;apple tree/,West;orange tree;cherry tree/West;cherry tree;peach tree/West;peach tree;kiwi tree/West;kiwi tree;apple tree,41
West;apricot tree;lemon tree/West;lemon tree;orange tree/West;lemon tree;cherry tree/West;cherry tree;pear tree/,West;apricot tree;orange tree/West;orange tree;lemon tree/West;lemon tree;cherry tree/West;cherry tree;pear tree,41
West;peach tree;cherry tree/West;cherry tree;apricot tree/West;cherry tree;kiwi tree/West;kiwi tree;orange tree/,West;peach tree;apricot tree/West;apricot tree;cherry tree/West;cherry tree;kiwi tree/West;kiwi tree;orange tree,41
West;pear tree;lemon tree/West;lemon tree;orange tree/West;lemon tree;cherry tree/West;cherry tree;fig tree/,West;pear tree;orange tree/West;orange tree;lemon tree/West;lemon tree;cherry tree/West;cherry tree;fig tree,41
West;apricot tree;kiwi tree/West;kiwi tree;lemon tree/West;kiwi tree;pear tree/West;pear tree;cherry tree/,West;apricot tree;lemon tree/West;lemon tree;kiwi tree/West;kiwi tree;pear tree/West;pear tree;cherry tree,41
West;peach tree;apricot tree/West;apricot tree;orange tree/West;apricot tree;mango tree/West;mango tree;cherry tree/,West;peach tree;orange tree/West;orange tree;apricot tree/West;apricot tree;mango tree/West;mango tree;cherry tree,41
West;plum tree;apple tree/West;apple tree;fig tree/West;apple tree;mango tree/West;mango tree;cherry tree/,West;plum tree;fig tree/West;fig tree;apple tree/West;apple tree;mango tree/West;mango tree;cherry tree,41
West;lime tree;pear tree/West;pear tree;apple tree/West;pear tree;kiwi tree/West;kiwi tree;fig tree/,West;lime tree;apple tree/West;apple tree;pear tree/West;pear tree;kiwi tree/West;kiwi tree;fig tree,41
West;kiwi tree;peach tree/West;peach tree;cherry tree/West;peach tree;mango tree/West;mango tree;lime tree/,West;kiwi tree;cherry tree/West;cherry tree;peach tree/West;peach tree;mango tree/West;mango tree;lime tree,41
West;apricot tree;plum tree/West;plum tree;kiwi tree/West;plum tree;orange tree/West;orange tree;mango tree/,West;apricot tree;kiwi tree/West;kiwi tree;plum tree/West;plum tree;orange tree/West;orange tree;mango tree,41
West;apricot tree;peach tree/West;peach tree;fig tree/West;peach tree;lemon tree/West;lemon tree;cherry tree/,West;apricot tree;fig tree/West;fig tree;peach tree/West;peach tree;lemon tree/West;lemon tree;cherry tree,41
West;mango tree;apple tree/West;apple tree;lemon tree/West;apple tree;peach tree/West;peach tree;kiwi tree/,West;mango tree;lemon tree/West;lemon tree;apple tree/West;apple tree;peach tree/West;peach tree;kiwi tree,41
West;apple tree;kiwi tree/West;kiwi tree;peach tree/West;kiwi tree;lime tree/West;lime tree;mango tree/,West;apple tree;lime tree/West;lime tree;peach tree/West;peach tree;kiwi tree/West;kiwi tree;mango tree,42
West;apricot tree;pear tree/West;pear tree;cherry tree/West;pear tree;orange tree/West;orange tree;lemon tree/,West;apricot tree;orange tree/West;orange tree;cherry tree/West;cherry tree;pear tree/West;pear tree;lemon tree,42
West;orange tree;peach tree/West;peach tree;kiwi tree/West;peach tree;fig tree/West;fig tree;apricot tree/,West;orange tree;fig tree/West;fig tree;kiwi tree/West;kiwi tree;peach tree/West;peach tree;apricot tree,42
West;fig tree;kiwi tree/West;kiwi tree;cherry tree/West;kiwi tree;peach tree/West;peach tree;mango tree/,West;fig tree;peach tree/West;peach tree;cherry tree/West;cherry tree;kiwi tree/West;kiwi tree;mango tree,42
West;lemon tree;peach tree/West;peach tree;kiwi tree/West;peach tree;apple tree/West;apple tree;fig tree/,West;lemon tree;apple tree/West;apple tree;kiwi tree/West;kiwi tree;peach tree/West;peach tree;fig tree,42
West;fig tree;plum tree/West;plum tree;orange tree/West;plum tree;apple tree/West;apple tree;lime tree/,West;fig tree;apple tree/West;apple tree;orange tree/West;orange tree;plum tree/West;plum tree;lime tree,42
West;fig tree;plum tree/West;plum tree;kiwi tree/West;plum tree;apple tree/West;apple tree;cherry tree/,West;fig tree;apple tree/West;apple tree;kiwi tree/West;kiwi tree;plum tree/West;plum tree;cherry tree,42
West;cherry tree;apple tree/West;apple tree;peach tree/West;apple tree;fig tree/West;fig tree;kiwi tree/,West;cherry tree;fig tree/West;fig tree;peach tree/West;peach tree;apple tree/West;apple tree;kiwi tree,42
West;kiwi tree;peach tree/West;peach tree;apricot tree/West;peach tree;cherry tree/West;cherry tree;lime tree/,West;kiwi tree;cherry tree/West;cherry tree;apricot tree/West;apricot tree;peach tree/West;peach tree;lime tree,42
West;plum tree;cherry tree/West;cherry tree;kiwi tree/West;cherry tree;apple tree/West;apple tree;lemon tree/,West;plum tree;apple tree/West;apple tree;kiwi tree/West;kiwi tree;cherry tree/West;cherry tree;lemon tree,42
West;orange tree;plum tree/West;plum tree;mango tree/West;plum tree;fig tree/West;fig tree;lemon tree/,West;orange tree;fig tree/West;fig tree;mango tree/West;mango tree;plum tree/West;plum tree;lemon tree,42
West;kiwi tree;lime tree/West;lime tree;orange tree/West;lime tree;peach tree/West;peach tree;fig tree/,West;kiwi tree;peach tree/West;peach tree;orange tree/West;orange tree;lime tree/West;lime tree;fig tree,42
West;orange tree;plum tree/West;plum tree;apple tree/West;plum tree;fig tree/West;fig tree;mango tree/,West;orange tree;fig tree/West;fig tree;apple tree/West;apple tree;plum tree/West;plum tree;mango tree,42
West;pear tree;lime tree/West;lime tree;apple tree/West;lime tree;cherry tree/West;cherry tree;kiwi tree/,West;pear tree;cherry tree/West;cherry tree;apple tree/West;apple tree;lime tree/West;lime tree;kiwi tree,42
West;mango tree;lemon tree/West;lemon tree;plum tree/West;lemon tree;orange tree/West;orange tree;apricot tree/,West;mango tree;orange tree/West;orange tree;plum tree/West;plum tree;lemon tree/West;lemon tree;apricot tree,42
West;lime tree;cherry tree/West;cherry tree;plum tree/West;cherry tree;kiwi tree/West;kiwi tree;orange tree/,West;lime tree;kiwi tree/West;kiwi tree;plum tree/West;plum tree;cherry tree/West;cherry tree;orange tree,42
West;lemon tree;kiwi tree/West;kiwi tree;plum tree/West;kiwi tree;cherry tree/West;cherry tree;orange tree/,West;lemon tree;cherry tree/West;cherry tree;plum tree/West;plum tree;kiwi tree/West;kiwi tree;orange tree,42
West;kiwi tree;peach tree/West;peach tree;lemon tree/West;peach tree;cherry tree/West;cherry tree;apple tree/,West;kiwi tree;cherry tree/West;cherry tree;lemon tree/West;lemon tree;peach tree/West;peach tree;apple tree,42
West;kiwi tree;fig tree/West;fig tree;plum tree/West;fig tree;orange tree/West;orange tree;apple tree/,West;kiwi tree;orange tree/West;orange tree;plum tree/West;plum tree;fig tree/West;fig tree;apple tree,42
West;kiwi tree;fig tree/West;fig tree;mango tree/West;fig tree;lime tree/West;lime tree;cherry tree/,West;kiwi tree;lime tree/West;lime tree;mango tree/West;mango tree;fig tree/West;fig tree;cherry tree,42
West;mango tree;kiwi tree/West;kiwi tree;fig tree/West;kiwi tree;cherry tree/West;cherry tree;apple tree/,West;mango tree;cherry tree/West;cherry tree;fig tree/West;fig tree;kiwi tree/West;kiwi tree;apple tree,42
West;peach tree;apple tree/West;apple tree;orange tree/West;apple tree;lime tree/West;lime tree;kiwi tree/,West;peach tree;lime tree/West;lime tree;orange tree/West;orange tree;apple tree/West;apple tree;kiwi tree,42
West;peach tree;apple tree/West;apple tree;fig tree/West;apple tree;lemon tree/West;lemon tree;orange tree/,West;peach tree;lemon tree/West;lemon tree;fig tree/West;fig tree;apple tree/West;apple tree;orange tree,42
West;cherry tree;plum tree/West;plum tree;apple tree/West;plum tree;orange tree/West;orange tree;lime tree/,West;cherry tree;orange tree/West;orange tree;apple tree/West;apple tree;plum tree/West;plum tree;lime tree,42
West;peach tree;lemon tree/West;lemon tree;apple tree/West;lemon tree;fig tree/West;fig tree;orange tree/,West;peach tree;fig tree/West;fig tree;apple tree/West;apple tree;lemon tree/West;lemon tree;orange tree,42
West;lemon tree;fig tree/West;fig tree;pear tree/West;fig tree;apple tree/West;apple tree;mango tree/,West;lemon tree;apple tree/West;apple tree;pear tree/West;pear tree;fig tree/West;fig tree;mango tree,42
West;mango tree;orange tree/West;orange tree;fig tree/West;orange tree;apricot tree/West;apricot tree;cherry tree/,West;mango tree;apricot tree/West;apricot tree;fig tree/West;fig tree;orange tree/West;orange tree;cherry tree,42
West;apple tree;pear tree/West;pear tree;fig tree/West;pear tree;orange tree/West;orange tree;lemon tree/,West;apple tree;orange tree/West;orange tree;fig tree/West;fig tree;pear tree/West;pear tree;lemon tree,42
West;apricot tree;peach tree/West;peach tree;orange tree/West;peach tree;lime tree/West;lime tree;mango tree/,West;apricot tree;lime tree/West;lime tree;orange tree/West;orange tree;peach tree/West;peach tree;mango tree,42
West;peach tree;kiwi tree/West;kiwi tree;orange tree/West;kiwi tree;mango tree/West;mango tree;cherry tree/,West;peach tree;mango tree/West;mango tree;orange tree/West;orange tree;kiwi tree/West;kiwi tree;cherry tree,42
West;kiwi tree;pear tree/West;pear tree;apple tree/West;pear tree;mango tree/West;mango tree;lemon tree/,West;kiwi tree;mango tree/West;mango tree;apple tree/West;apple tree;pear tree/West;pear tree;lemon tree,42
West;plum tree;fig tree/West;fig tree;orange tree/West;fig tree;mango tree/West;mango tree;lemon tree/,West;plum tree;mango tree/West;mango tree;orange tree/West;orange tree;fig tree/West;fig tree;lemon tree,42
West;lemon tree;kiwi tree/West;kiwi tree;apricot tree/West;kiwi tree;orange tree/West;orange tree;plum tree/,West;lemon tree;orange tree/West;orange tree;apricot tree/West;apricot tree;kiwi tree/West;kiwi tree;plum tree,42
West;cherry tree;lime tree/West;lime tree;fig tree/West;lime tree;kiwi tree/West;kiwi tree;apricot tree/,West;cherry tree;kiwi tree/West;kiwi tree;fig tree/West;fig tree;lime tree/West;lime tree;apricot tree,42
West;fig tree;orange tree/West;lemon tree;fig tree/West;fig tree;apple tree/West;apple tree;pear tree/,West;lemon tree;fig tree/West;fig tree;orange tree/West;orange tree;apple tree/West;apple tree;pear tree,43
West;fig tree;orange tree/West;peach tree;fig tree/West;fig tree;apple tree/West;apple tree;lemon tree/,West;peach tree;fig tree/West;fig tree;orange tree/West;orange tree;apple tree/West;apple tree;lemon tree,43
West;plum tree;apricot tree/West;lime tree;plum tree/West;plum tree;mango tree/West;mango tree;orange tree/,West;lime tree;plum tree/West;plum tree;apricot tree/West;apricot tree;mango tree/West;mango tree;orange tree,43
West;apricot tree;cherry tree/West;peach tree;apricot tree/West;apricot tree;mango tree/West;mango tree;lime tree/,West;peach tree;apricot tree/West;apricot tree;cherry tree/West;cherry tree;mango tree/West;mango tree;lime tree,43
West;fig tree;apple tree/West;orange tree;fig tree/West;fig tree;peach tree/West;peach tree;mango tree/,West;orange tree;fig tree/West;fig tree;apple tree/West;apple tree;peach tree/West;peach tree;mango tree,43
West;orange tree;apple tree/West;kiwi tree;orange tree/West;orange tree;peach tree/West;peach tree;lime tree/,West;kiwi tree;orange tree/West;orange tree;apple tree/West;apple tree;peach tree/West;peach tree;lime tree,43
West;cherry tree;mango tree/West;lemon tree;cherry tree/West;cherry tree;orange tree/West;orange tree;kiwi tree/,West;lemon tree;cherry tree/West;cherry tree;mango tree/West;mango tree;orange tree/West;orange tree;kiwi tree,43
West;peach tree;lemon tree/West;kiwi tree;peach tree/West;peach tree;orange tree/West;orange tree;apple tree/,West;kiwi tree;peach tree/West;peach tree;lemon tree/West;lemon tree;orange tree/West;orange tree;apple tree,43
West;peach tree;lime tree/West;apricot tree;peach tree/West;peach tree;mango tree/West;mango tree;orange tree/,West;apricot tree;peach tree/West;peach tree;lime tree/West;lime tree;mango tree/West;mango tree;orange tree,43
West;peach tree;kiwi tree/West;orange tree;peach tree/West;peach tree;fig tree/West;fig tree;apricot tree/,West;orange tree;peach tree/West;peach tree;kiwi tree/West;kiwi tree;fig tree/West;fig tree;apricot tree,43
West;lime tree;mango tree/West;peach tree;lime tree/West;lime tree;cherry tree/West;cherry tree;apricot tree/,West;peach tree;lime tree/West;lime tree;mango tree/West;mango tree;cherry tree/West;cherry tree;apricot tree,43
West;apple tree;plum tree/West;lemon tree;apple tree/West;apple tree;kiwi tree/West;kiwi tree;mango tree/,West;lemon tree;apple tree/West;apple tree;plum tree/West;plum tree;kiwi tree/West;kiwi tree;mango tree,43
West;lemon tree;fig tree/West;apple tree;lemon tree/West;lemon tree;cherry tree/West;cherry tree;kiwi tree/,West;apple tree;lemon tree/West;lemon tree;fig tree/West;fig tree;cherry tree/West;cherry tree;kiwi tree,43
West;plum tree;apricot tree/West;cherry tree;plum tree/West;plum tree;kiwi tree/West;kiwi tree;lemon tree/,West;cherry tree;plum tree/West;plum tree;apricot tree/West;apricot tree;kiwi tree/West;kiwi tree;lemon tree,43
West;mango tree;peach tree/West;orange tree;mango tree/West;mango tree;apricot tree/West;apricot tree;kiwi tree/,West;orange tree;mango tree/West;mango tree;peach tree/West;peach tree;apricot tree/West;apricot tree;kiwi tree,43
West;plum tree;cherry tree/West;apple tree;plum tree/West;plum tree;lemon tree/West;lemon tree;orange tree/,West;apple tree;plum tree/West;plum tree;cherry tree/West;cherry tree;lemon tree/West;lemon tree;orange tree,43
West;lemon tree;fig tree/West;peach tree;lemon tree/West;lemon tree;kiwi tree/West;kiwi tree;mango tree/,West;peach tree;lemon tree/West;lemon tree;fig tree/West;fig tree;kiwi tree/West;kiwi tree;mango tree,43
West;peach tree;orange tree/West;apple tree;peach tree/West;peach tree;lemon tree/West;lemon tree;fig tree/,West;apple tree;peach tree/West;peach tree;orange tree/West;orange tree;lemon tree/West;lemon tree;fig tree,43
West;cherry tree;apricot tree/West;pear tree;cherry tree/West;cherry tree;fig tree/West;fig tree;kiwi tree/,West;pear tree;cherry tree/West;cherry tree;apricot tree/West;apricot tree;fig tree/West;fig tree;kiwi tree,43
West;fig tree;cherry tree/West;pear tree;fig tree/West;fig tree;mango tree/West;mango tree;lemon tree/,West;pear tree;fig tree/West;fig tree;cherry tree/West;cherry tree;mango tree/West;mango tree;lemon tree,43
West;orange tree;apple tree/West;lemon tree;orange tree/West;orange tree;mango tree/West;mango tree;pear tree/,West;lemon tree;orange tree/West;orange tree;apple tree/West;apple tree;mango tree/West;mango tree;pear tree,43
West;orange tree;lime tree/West;kiwi tree;orange tree/West;orange tree;plum tree/West;plum tree;fig tree/,West;kiwi tree;orange tree/West;orange tree;lime tree/West;lime tree;plum tree/West;plum tree;fig tree,43
